question_id,type,question_type,year,form,course_before,course_after,unit_before,unit_after,topic_before,topic_after,topic_code_before,topic_code_after,lesson_before,lesson_after,source_file,source_page,source_question_number,source_checked,source_status,source_confidence,transcription_status,stem_status,choices_status,parts_status,answer_status,computed_answer,stored_answer,source_answer,solution_status,rubric_status,mathematical_status,math_status,katex_status,media_status,calculator_status,course_mapping_status,unit_mapping_status,topic_mapping_status,lesson_mapping_status,mapping_status,mapping_confidence,student_ready,review_required,overall_status,corrections_count,corrections_made,reviewer_notes,notes,timestamp
APCALC-LEGACY-MCQ-1973-004,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,2,2,2.6,"2.6 Derivative Rules: Constant, Sum, Difference, and Constant Multiple",2.6,2.6,APCALC-2.6,APCALC-2.6,AP Calculus historical archive,26; 20,4,True,verified,low,human_review_required,verified,verified,not_required,verified,A,A,A,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-005,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,1,1,1.15,1.15 Connecting Limits at Infinity and Horizontal Asymptotes,1.15,1.15,APCALC-1.15,APCALC-1.15,AP Calculus historical archive,26; 20,5,True,verified,low,human_review_required,verified,verified,not_required,verified,A,A,A,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-006,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,2,2,2.9,2.9 The Quotient Rule,2.9,2.9,APCALC-2.9,APCALC-2.9,AP Calculus historical archive,26; 20,6,True,verified,low,human_review_required,verified,verified,not_required,verified,D,D,D,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-007,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,,,Prerequisite,Function Symmetry: Odd Functions,Prerequisite,Prerequisite,APCALC-PREREQUISITE,APCALC-PREREQUISITE,AP Calculus historical archive,27; 21,7,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-008,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,8,8,8.2,"8.2 Connecting Position, Velocity, and Acceleration Using Integrals",8.2,8.2,APCALC-8.2,APCALC-8.2,AP Calculus historical archive,27; 21,8,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-009,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,3,3,3.1,3.1 The Chain Rule,3.1,3.1,APCALC-3.1,APCALC-3.1,AP Calculus historical archive,27; 21,9,True,verified,low,human_review_required,verified,verified,not_required,verified,A,A,A,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-010,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,5,5,5.9,"5.9 Connecting a Function, Its First Derivative, and Its Second Derivative",5.9,5.9,APCALC-5.9,APCALC-5.9,AP Calculus historical archive,27; 21,10,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-011,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,2,2,2.2,2.2 Defining the Derivative and Using Derivative Notation,2.2,2.2,APCALC-2.2,APCALC-2.2,AP Calculus historical archive,27; 21,11,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-012,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,,,Prerequisite,Solving for Polynomial Parameters,Prerequisite,Prerequisite,APCALC-PREREQUISITE,APCALC-PREREQUISITE,AP Calculus historical archive,27; 21,12,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-013,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,8,8,8.2,"8.2 Connecting Position, Velocity, and Acceleration Using Integrals",8.2,8.2,APCALC-8.2,APCALC-8.2,AP Calculus historical archive,28; 22,13,True,verified,low,human_review_required,verified,verified,not_required,verified,D,D,D,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-014,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,2,2,2.4,2.4 Connecting Differentiability and Continuity,2.4,2.4,APCALC-2.4,APCALC-2.4,AP Calculus historical archive,28; 22,14,True,verified,low,human_review_required,verified,verified,not_required,verified,D,D,D,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-015,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,8,8,8.3,8.3 Using Accumulation Functions and Definite Integrals in Applied Contexts,8.3,8.3,APCALC-8.3,APCALC-8.3,AP Calculus historical archive,28; 22,15,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-016,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,8,8,8.3,8.3 Using Accumulation Functions and Definite Integrals in Applied Contexts,8.3,8.3,APCALC-8.3,APCALC-8.3,AP Calculus historical archive,28; 22,16,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-017,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,8,8,8.4,8.4 Finding the Area Between Curves Expressed as Functions of x,8.4,8.4,APCALC-8.4,APCALC-8.4,AP Calculus historical archive,28; 22,17,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-018,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,3,3,3.4,3.4 Differentiating Inverse Trigonometric Functions,3.4,3.4,APCALC-3.4,APCALC-3.4,AP Calculus historical archive,28; 22,18,True,verified,low,human_review_required,verified,verified,not_required,verified,D,D,D,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-019,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,,,Prerequisite,One-to-One Functions and Inverses,Prerequisite,Prerequisite,APCALC-PREREQUISITE,APCALC-PREREQUISITE,AP Calculus historical archive,29; 23,19,True,verified,low,human_review_required,verified,verified,not_required,verified,D,D,D,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-020,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,6,6,6.7,6.7 The Fundamental Theorem of Calculus and Definite Integrals,6.7,6.7,APCALC-6.7,APCALC-6.7,AP Calculus historical archive,29; 23,20,True,verified,low,human_review_required,verified,verified,not_required,verified,D,D,D,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-021,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,6,6,6.9,6.9 Integrating Using Substitution,6.9,6.9,APCALC-6.9,APCALC-6.9,AP Calculus historical archive,29; 23,21,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-022,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,5,5,5.6,5.6 Determining Concavity of Functions over Their Domains,5.6,5.6,APCALC-5.6,APCALC-5.6,AP Calculus historical archive,29; 23,22,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-023,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,2,2,2.2,2.2 Defining the Derivative and Using Derivative Notation,2.2,2.2,APCALC-2.2,APCALC-2.2,AP Calculus historical archive,30; 24,23,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-024,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,,,Prerequisite,Range of a Composite Trigonometric Function,Prerequisite,Prerequisite,APCALC-PREREQUISITE,APCALC-PREREQUISITE,AP Calculus historical archive,30; 24,24,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-025,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,6,6,6.8,6.8 Finding Antiderivatives and Indefinite Integrals: Basic Rules and Notation,6.8,6.8,APCALC-6.8,APCALC-6.8,AP Calculus historical archive,30; 24,25,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-026,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,4,4,4.5,4.5 Solving Related Rates Problems,4.5,4.5,APCALC-4.5,APCALC-4.5,AP Calculus historical archive,30; 24,26,True,verified,low,human_review_required,verified,verified,not_required,verified,E,E,E,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-027,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,6,6,6.9,6.9 Integrating Using Substitution,6.9,6.9,APCALC-6.9,APCALC-6.9,AP Calculus historical archive,30; 24,27,True,verified,low,human_review_required,verified,verified,not_required,verified,E,E,E,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-028,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,4,4,4.2,"4.2 Straight-Line Motion: Connecting Position, Velocity, and Acceleration",4.2,4.2,APCALC-4.2,APCALC-4.2,AP Calculus historical archive,30; 24,28,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-029,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,,,Prerequisite,Range and Absolute Value,Prerequisite,Prerequisite,APCALC-PREREQUISITE,APCALC-PREREQUISITE,AP Calculus historical archive,31; 25,29,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-030,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,6,6,6.8,6.8 Finding Antiderivatives and Indefinite Integrals: Basic Rules and Notation,6.8,6.8,APCALC-6.8,APCALC-6.8,AP Calculus historical archive,31; 25,30,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-031,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,,,Prerequisite,Logarithmic Equations,Prerequisite,Prerequisite,APCALC-PREREQUISITE,APCALC-PREREQUISITE,AP Calculus historical archive,31; 25,31,True,verified,low,human_review_required,verified,verified,not_required,verified,D,D,D,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-032,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,6,6,6.8,6.8 Finding Antiderivatives and Indefinite Integrals: Basic Rules and Notation,6.8,6.8,APCALC-6.8,APCALC-6.8,AP Calculus historical archive,31; 25,32,True,verified,low,human_review_required,verified,verified,not_required,verified,D,D,D,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-033,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,2,2,2.2,2.2 Defining the Derivative and Using Derivative Notation,2.2,2.2,APCALC-2.2,APCALC-2.2,AP Calculus historical archive,31; 25,33,True,verified,low,human_review_required,verified,verified,not_required,verified,A,A,A,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-034,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,8,8,8.1,8.1 Finding the Average Value of a Function on an Interval,8.1,8.1,APCALC-8.1,APCALC-8.1,AP Calculus historical archive,32; 26,34,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-035,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,8,8,8.9,8.9 Volume with the Disc Method: Revolving around the x- or y-axis,8.9,8.9,APCALC-8.9,APCALC-8.9,AP Calculus historical archive,32; 26,35,True,verified,low,human_review_required,verified,verified,not_required,verified,C,C,C,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-036,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,3,3,3.6,3.6 Calculating Higher-Order Derivatives,3.6,3.6,APCALC-3.6,APCALC-3.6,AP Calculus historical archive,32; 26,36,True,verified,low,human_review_required,verified,verified,not_required,verified,A,A,A,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-037,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,7,7,7.8,7.8 Exponential Models with Differential Equations,7.8,7.8,APCALC-7.8,APCALC-7.8,AP Calculus historical archive,32; 26,37,True,verified,low,human_review_required,verified,verified,not_required,verified,A,A,A,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-038,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,6,6,6.9,6.9 Integrating Using Substitution,6.9,6.9,APCALC-6.9,APCALC-6.9,AP Calculus historical archive,32; 26,38,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
APCALC-LEGACY-MCQ-1973-039,mcq,mcq,1973,,AP Calculus AB,AP Calculus AB,5,5,5.11,5.11 Solving Optimization Problems,5.11,5.11,APCALC-5.11,APCALC-5.11,AP Calculus historical archive,32; 26,39,True,verified,low,human_review_required,verified,verified,not_required,verified,B,B,B,verified,not_required,verified,verified,verified,not_required,verified,verified,verified,verified,verified,verified,verified,False,True,teacher-archive-only,1,studentReady/public deployment gate,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,2026-07-24T21:33:52+00:00
