question_id,type,year,course,unit_before,unit_after,topic_before,topic_after,lesson_before,lesson_after,source_checked,source_page,transcription_status,stem_status,choice_status,answer_status,solution_status,math_status,katex_status,media_status,course_mapping_status,unit_mapping_status,topic_mapping_status,lesson_mapping_status,calculator_status,mapping_status,overall_status,student_ready,corrections_count,review_required,notes
APCALC-AB-PRACTICE-2012-MCQ-084,mcq,2012,AP Calculus AB,5,5,U5,U5,APCALC-U5,APCALC-U5,Attached PDF hash/page evidence and linked source facsimile,46,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-PRACTICE-2012-MCQ-085,mcq,2012,AP Calculus AB,5,5,U5,U5,APCALC-U5,APCALC-U5,Attached PDF hash/page evidence and linked source facsimile,47,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-PRACTICE-2012-MCQ-086,mcq,2012,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,48,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-PRACTICE-2012-MCQ-087,mcq,2012,AP Calculus AB,5,5,U5,U5,APCALC-U5,APCALC-U5,Attached PDF hash/page evidence and linked source facsimile,49,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-PRACTICE-2012-MCQ-088,mcq,2012,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,50,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-PRACTICE-2012-MCQ-089,mcq,2012,AP Calculus AB,4,4,U4,U4,APCALC-U4,APCALC-U4,Attached PDF hash/page evidence and linked source facsimile,50,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-PRACTICE-2012-MCQ-090,mcq,2012,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,51,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-PRACTICE-2012-MCQ-091,mcq,2012,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,51,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-PRACTICE-2012-MCQ-092,mcq,2012,AP Calculus AB,8,8,U8,U8,APCALC-U8,APCALC-U8,Attached PDF hash/page evidence and linked source facsimile,52,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-FRQ-01,frq,2014,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,22; 27,uncertain,uncertain,not_applicable,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-SAMPLE-2014-FRQ-02,frq,2014,AP Calculus AB,6,6,U6,U6,APCALC-U6,APCALC-U6,Attached PDF hash/page evidence and linked source facsimile,24; 28,uncertain,uncertain,not_applicable,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-SAMPLE-2014-MCQ-001,mcq,2014,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,5,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-002,mcq,2014,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,6,incomplete,incomplete,uncertain,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-003,mcq,2014,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,7,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-004,mcq,2014,AP Calculus AB,8,8,U8,U8,APCALC-U8,APCALC-U8,Attached PDF hash/page evidence and linked source facsimile,8,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-005,mcq,2014,AP Calculus AB,7,7,U7,U7,APCALC-U7,APCALC-U7,Attached PDF hash/page evidence and linked source facsimile,9,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-006,mcq,2014,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,10,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-SAMPLE-2014-MCQ-007,mcq,2014,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,11,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-008,mcq,2014,AP Calculus AB,1,1,U1,U1,APCALC-U1,APCALC-U1,Attached PDF hash/page evidence and linked source facsimile,12,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-009,mcq,2014,AP Calculus AB,8,8,U8,U8,APCALC-U8,APCALC-U8,Attached PDF hash/page evidence and linked source facsimile,13,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-010,mcq,2014,AP Calculus AB,7,7,U7,U7,APCALC-U7,APCALC-U7,Attached PDF hash/page evidence and linked source facsimile,14,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-011,mcq,2014,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,15,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-012,mcq,2014,AP Calculus AB,5,5,U5,U5,APCALC-U5,APCALC-U5,Attached PDF hash/page evidence and linked source facsimile,17,uncertain,uncertain,incomplete,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-SAMPLE-2014-MCQ-013,mcq,2014,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,18,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-SAMPLE-2014-MCQ-014,mcq,2014,AP Calculus AB,1,1,U1,U1,APCALC-U1,APCALC-U1,Attached PDF hash/page evidence and linked source facsimile,19,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-AB-SAMPLE-2014-MCQ-015,mcq,2014,AP Calculus AB,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,20,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-AB-SAMPLE-2014-MCQ-016,mcq,2014,AP Calculus AB,4,4,U4,U4,APCALC-U4,APCALC-U4,Attached PDF hash/page evidence and linked source facsimile,21,incomplete,incomplete,incomplete,source_key_verified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,incomplete,False,0,True,Incomplete digital content prevents independent solution.
APCALC-BC-FRQ-1974-03,frq,1974,AP Calculus BC,8,8,U8,U8,APCALC-U8,APCALC-U8,Attached PDF hash/page evidence and linked source facsimile,12,incomplete,incomplete,not_applicable,unverified,available_unverified,blocked,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,metadata_only,False,0,True,Incomplete digital content prevents independent solution.
APCALC-BC-PRACTICE-2016-FRQ-01,frq,2016,AP Calculus BC,9,9,U9,U9,APCALC-U9,APCALC-U9,Attached PDF hash/page evidence and linked source facsimile,54; 72,uncertain,uncertain,not_applicable,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-FRQ-02,frq,2016,AP Calculus BC,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,56; 73,uncertain,uncertain,not_applicable,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-FRQ-03,frq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,60; 74,uncertain,uncertain,not_applicable,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-FRQ-04,frq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,62; 75,uncertain,uncertain,not_applicable,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-FRQ-05,frq,2016,AP Calculus BC,7,7,U7,U7,APCALC-U7,APCALC-U7,Attached PDF hash/page evidence and linked source facsimile,64; 76,uncertain,uncertain,not_applicable,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,6,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-FRQ-06,frq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,66; 77,uncertain,uncertain,not_applicable,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-001,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,19,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-002,mcq,2016,AP Calculus BC,9,9,U9,U9,APCALC-U9,APCALC-U9,Attached PDF hash/page evidence and linked source facsimile,19,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-003,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,20,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-004,mcq,2016,AP Calculus BC,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,20,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-005,mcq,2016,AP Calculus BC,9,9,U9,U9,APCALC-U9,APCALC-U9,Attached PDF hash/page evidence and linked source facsimile,21,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-006,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,21,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-007,mcq,2016,AP Calculus BC,7,7,U7,U7,APCALC-U7,APCALC-U7,Attached PDF hash/page evidence and linked source facsimile,22,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-008,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,22,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-009,mcq,2016,AP Calculus BC,9,9,U9,U9,APCALC-U9,APCALC-U9,Attached PDF hash/page evidence and linked source facsimile,23,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-010,mcq,2016,AP Calculus BC,5,5,U5,U5,APCALC-U5,APCALC-U5,Attached PDF hash/page evidence and linked source facsimile,24,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-011,mcq,2016,AP Calculus BC,6,6,U6,U6,APCALC-U6,APCALC-U6,Attached PDF hash/page evidence and linked source facsimile,25,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-012,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,25,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-013,mcq,2016,AP Calculus BC,7,7,U7,U7,APCALC-U7,APCALC-U7,Attached PDF hash/page evidence and linked source facsimile,26,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-014,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,27,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-015,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,28,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-016,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,28,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-017,mcq,2016,AP Calculus BC,8,8,U8,U8,APCALC-U8,APCALC-U8,Attached PDF hash/page evidence and linked source facsimile,29,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-018,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,29,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-019,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,30,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-020,mcq,2016,AP Calculus BC,9,9,U9,U9,APCALC-U9,APCALC-U9,Attached PDF hash/page evidence and linked source facsimile,30,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-021,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,31,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-022,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,31,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-023,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,32,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-024,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,33,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-025,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,33,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-026,mcq,2016,AP Calculus BC,4,4,U4,U4,APCALC-U4,APCALC-U4,Attached PDF hash/page evidence and linked source facsimile,34,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-027,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,35,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-028,mcq,2016,AP Calculus BC,8,8,U8,U8,APCALC-U8,APCALC-U8,Attached PDF hash/page evidence and linked source facsimile,36,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-076,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,38,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-077,mcq,2016,AP Calculus BC,1,1,U1,U1,APCALC-U1,APCALC-U1,Attached PDF hash/page evidence and linked source facsimile,38,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-078,mcq,2016,AP Calculus BC,10,10,U10,U10,APCALC-U10,APCALC-U10,Attached PDF hash/page evidence and linked source facsimile,39,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-079,mcq,2016,AP Calculus BC,5,5,U5,U5,APCALC-U5,APCALC-U5,Attached PDF hash/page evidence and linked source facsimile,39,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-080,mcq,2016,AP Calculus BC,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,40,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-081,mcq,2016,AP Calculus BC,6,6,U6,U6,APCALC-U6,APCALC-U6,Attached PDF hash/page evidence and linked source facsimile,41,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-082,mcq,2016,AP Calculus BC,4,4,U4,U4,APCALC-U4,APCALC-U4,Attached PDF hash/page evidence and linked source facsimile,41,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-083,mcq,2016,AP Calculus BC,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,42,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-084,mcq,2016,AP Calculus BC,5,5,U5,U5,APCALC-U5,APCALC-U5,Attached PDF hash/page evidence and linked source facsimile,43,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-085,mcq,2016,AP Calculus BC,5,5,U5,U5,APCALC-U5,APCALC-U5,Attached PDF hash/page evidence and linked source facsimile,44,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-086,mcq,2016,AP Calculus BC,2,2,U2,U2,APCALC-U2,APCALC-U2,Attached PDF hash/page evidence and linked source facsimile,45,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
APCALC-BC-PRACTICE-2016-MCQ-087,mcq,2016,AP Calculus BC,5,5,U5,U5,APCALC-U5,APCALC-U5,Attached PDF hash/page evidence and linked source facsimile,45,uncertain,uncertain,uncertain,source_key_verified,available_unverified,consistency_check_only,verified,verified,medium,medium,medium,medium,metadata_unverified,medium,teacher_only,False,0,True,Requires independent human mathematical verification against the complete source.
